id,position,label,description,start_date,end_date,term,constituency
Q16190830,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16190838,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16190844,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16190850,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16190856,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16190863,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16190913,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16190933,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16191035,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16191040,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16191081,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16191148,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16191179,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16191189,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16191193,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16191201,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16191209,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16191237,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16191329,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16191382,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16191390,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16191429,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16191526,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16192643,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16192681,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16192905,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16192907,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16192924,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16193044,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16193056,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16193067,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16193121,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16193122,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16193215,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16193258,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16193268,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16193272,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16193322,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16193411,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16193512,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16193569,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16193611,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16193612,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16193760,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16193802,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16193826,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16193830,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16193893,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16193947,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16193966,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16193985,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16194084,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16194092,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16194092,Q19971999,member of the Senate of Mexico,member of the upper house of the legislature of Mexico,"",,,
Q16194111,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16194169,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16194182,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16194211,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16194226,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16194256,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16194272,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16194307,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16194554,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16194556,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16194585,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16194659,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16194758,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16194765,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16194849,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16195014,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16195306,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16195419,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16195445,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16195476,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16195530,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16195540,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16195543,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16195584,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16195722,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16195740,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16195750,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16195850,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16195901,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16195928,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16195954,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16195987,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16196036,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16196058,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16196079,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16196198,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16196200,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16196292,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16196319,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16196461,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16196481,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16196493,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16196522,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16196581,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16196635,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16196674,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16196677,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16196683,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16196684,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16196739,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16196747,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16196863,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16196881,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16196954,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16197181,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16197234,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16197535,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16198383,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16199233,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16199374,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16199382,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16199494,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16199553,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16200396,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16200402,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16200663,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16200684,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16200923,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16201848,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16202418,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16204591,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16204690,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16204869,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16205932,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16205939,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16206521,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16206550,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16206746,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16206802,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16206808,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16207706,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16208284,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16211188,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16211243,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16212075,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16212228,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16212862,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16213009,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16213322,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16213369,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16213395,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16213407,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16213496,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16213521,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16213662,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16213690,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16213727,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16213738,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16213752,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16213755,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16213913,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16213930,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16213970,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16214055,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16214075,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16214153,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
Q16214417,Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,"",,,
