uuid,female,male,other,skip,total
e7770613-283b-4e3b-b5d1-9ced928019db,0,3,0,0,3
ede4cf62-0693-4f81-9cca-ab9143130567,4,0,0,0,4
eeb4f4df-a280-4884-a866-2ed2e9d49ed7,0,2,1,0,3
eecabe10-758e-4b6b-bca9-8161cdebb262,0,2,1,1,4
f3df3135-9cfd-4488-91f0-c8bad1fa9668,0,3,1,0,4
f5cdb71c-772e-40d1-8b5b-e093227a2484,0,3,1,0,4
f6f69071-8691-4dfe-8189-5ae89da00779,0,3,1,0,4
f7a7a622-c96e-4a68-8a20-7f722f4c67f5,0,2,1,1,4
f97c5e2c-ac8f-4d67-8dfa-53acfe064194,0,3,1,0,4
fda13c5b-f1f1-4700-84fa-d576ae948d88,0,3,0,0,3
fed50116-721b-4e9f-a7ae-2622106003fc,0,2,1,1,4
fee1967e-e352-45ad-8dc8-19d115208720,0,4,0,0,4
fee602bd-c615-48a7-9fd5-35e59317ff47,0,2,1,0,3
