id,position,label,description,start_date,replaces,replaced_by,end_date,of,constituency,term,election,party
Q71419,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q714469,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q714565,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q714565,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q714565,Q514725,Landrat,public official,"",,,,,,,,
Q714665,Q17521638,Member of the Landtag of Lower Saxony,"","",,,,,,,,
Q714665,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q714882,Q17521638,Member of the Landtag of Lower Saxony,"","",,,,,,,,
Q714882,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q71508,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,,,,
Q71533,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q71534,Q1939555,member of the German Bundestag,deputy of the German parliament,1998-10-26,,,2002-10-17,,,,,
Q71534,Q1939555,member of the German Bundestag,deputy of the German parliament,2002-10-17,,,2005-10-18,,,,,
Q71534,Q1939555,member of the German Bundestag,deputy of the German parliament,2005-10-18,,,2009-10-27,,,,,
Q71534,Q1939555,member of the German Bundestag,deputy of the German parliament,2009-10-27,,,2013-10-22,,,,,
Q71534,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,,,,
Q71560,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q71560,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q71635,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q71651,Q1939555,member of the German Bundestag,deputy of the German parliament,2005,,,2012-06-21,,,,,
Q71651,Q27169,member of the European Parliament,person who has been elected to the European Parliament,2000-10,,,2005-10,,,,,
Q71651,Q83307,minister,politician who holds significant public office in a national or regional government,2012-06-01,,,,,,,,
Q71660,Q18557729,member of the Volkskammer,"","",,,,,,,,
Q71660,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q71660,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q71670,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q71670,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q71697,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q71949,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q71949,Q2661677,European Commissioner,"","",,,,,,,,
Q71949,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q72593,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q72637,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q72639,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q72651,Q18618563,Member of Landtag of Rhineland-Palatinate,"","",,,,,,,,
Q72651,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q72657,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q72667,Q18557729,member of the Volkskammer,"","",,,,,,,,
Q72667,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q72669,Q17521638,Member of the Landtag of Lower Saxony,"","",,,,,,,,
Q72669,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q72671,Q18327335,Member of the Abgeordnetenhaus of Berlin,"","",,,,,,,,
Q72671,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q72671,Q22662439,,"",1985-03-10,,Norbert Meisner,,,,,,
Q72873,Q1939555,member of the German Bundestag,deputy of the German parliament,1987-02-18,,,1990-12-20,,,,,
Q72873,Q1939555,member of the German Bundestag,deputy of the German parliament,1990-12-20,,,1994-11-10,,,,,
Q72873,Q1939555,member of the German Bundestag,deputy of the German parliament,1994-11-10,,,1998-10-26,,,,,
Q72873,Q1939555,member of the German Bundestag,deputy of the German parliament,1998-10-26,,,2002-10-17,,,,,
Q72873,Q1939555,member of the German Bundestag,deputy of the German parliament,2002-10-17,,,2005-10-18,,,,,
Q72873,Q1939555,member of the German Bundestag,deputy of the German parliament,2005-10-18,,,2009-10-27,,,,,
Q72873,Q1939555,member of the German Bundestag,deputy of the German parliament,2009-10-27,,,2013-10-22,,,,,
Q72873,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,,,,
Q72955,Q17519166,Member of the Hessian Parliament,"","",,,,,,,,
Q72955,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q72955,Q363637,President of the Bundesrat of Germany,speaker,1953-09-07,Reinhold Maier,Peter Altmeier,1954-09-06,,,,,
Q73197,Q17334379,Member of the Landtag of Saxony,"","",,,,,,,,
Q73197,Q19360355,Member of the Hamburg Parliament,"","",,,,,,,,
Q73197,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q73197,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q73213,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q73500,Q1939555,member of the German Bundestag,deputy of the German parliament,2005,,,,,,,,
Q737631,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q737631,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q73924,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q73924,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q73927,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q73941,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q73951,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q73959,Q15303555,Ministers-President of Bavaria,"",1945-05-28,,Wilhelm Hoegner,1945-09-28,,,,,
Q73959,Q17586301,Member of the Landtag of Bavaria,"","",,,,,,,,
Q73959,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q74165,Q18557729,member of the Volkskammer,"","",,,,,,,,
Q74165,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q74165,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q74211,Q1939555,member of the German Bundestag,deputy of the German parliament,2010-04-29,Astrid Grotelüschen,,2013-10-22,,,,,
Q74211,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q74211,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q74218,Q1939555,member of the German Bundestag,deputy of the German parliament,1994,,,2013,,,,,
Q74226,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q74226,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q74254,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q74254,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q74260,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q74260,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q74262,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q74268,Q17344251,Member of the Landtag of Thuringia,"",1994,,,2004,,,,,
Q74268,Q18618563,Member of Landtag of Rhineland-Palatinate,"",1971,,,1988,,,,,
Q74268,Q1939555,member of the German Bundestag,deputy of the German parliament,1965,,,1967-07-17,,,,,
Q74268,Q363637,President of the Bundesrat of Germany,speaker,1976-12-03,Albert Osswald,Gerhard Stoltenberg,1977-10-31,,,,,
Q74268,Q6590361,List of Ministers-President of Thuringia,Wikimedia list article,1992-02-05,Josef Duchac,Dieter Althaus,2003-06-05,,,,,
Q74280,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q74280,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q74408,Q19360355,Member of the Hamburg Parliament,"","",,,,,,,,
Q74408,Q1939555,member of the German Bundestag,deputy of the German parliament,2002-10-17,,,2005-10-18,,,,,
Q74408,Q1939555,member of the German Bundestag,deputy of the German parliament,2005-10-18,,Manuel Sarrazin,2008-05-08,,,,,
Q74408,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,,,,
Q744185,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q744185,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q74438,Q18130478,Member of the Landtag of Saarland,"","",,,,,,,,
Q74438,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q74438,Q363637,President of the Bundesrat of Germany,speaker,1959-11-01,Wilhelm Kaisen,Franz Meyers,1960-10-31,,,,,
Q74806,Q1939555,member of the German Bundestag,deputy of the German parliament,2005-10-18,,,2009-10-27,,,,,
Q74806,Q1939555,member of the German Bundestag,deputy of the German parliament,2009-10-27,,,2013-10-22,,,,,
Q74806,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,,,,
Q750622,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q750622,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q75408,Q1939555,member of the German Bundestag,deputy of the German parliament,1998-10-26,,,2002-10-17,,,,,
Q75408,Q1939555,member of the German Bundestag,deputy of the German parliament,2002-10-17,,,2005-10-18,,,,,
Q75408,Q1939555,member of the German Bundestag,deputy of the German parliament,2005-10-18,,,2009-10-27,,,,,
Q75408,Q1939555,member of the German Bundestag,deputy of the German parliament,2009-10-27,,,2013-10-22,,,,,
Q75408,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,,,,
Q75629,Q17586301,Member of the Landtag of Bavaria,"","",,,,,,,,
Q75629,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q75791,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q75791,Q20966659,Vice President of the Bundestag,"",2013-10-22,Katrin Göring-Eckardt,,,,,,,
Q75791,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q75791,Q813389,,"",2003-03,,,2004,,,,,
Q75808,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q75808,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q75808,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q75808,Q363637,President of the Bundesrat of Germany,speaker,"",,Hans Ehard,,,,,,
Q75893,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q75955,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q75955,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q75955,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q75957,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q75963,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q75963,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q75963,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q75963,Q363637,President of the Bundesrat of Germany,speaker,1960-11-01,Franz-Josef Röder,Hans Ehard,1961-10-31,,,,,
Q75966,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q75970,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q75970,Q18627832,Member of Landtag of Prussia,"","",,,,,,,,
Q75970,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q760643,Q17519166,Member of the Hessian Parliament,"","",,,,,,,,
Q760643,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q760918,Q17481175,Member of the Landtag of Baden-Württemberg,"","",,,,,,,,
Q760918,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q76101,Q17586301,Member of the Landtag of Bavaria,"","",,,,,,,,
Q76101,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q761017,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q761017,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q761140,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q761140,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q761629,Q18618563,Member of Landtag of Rhineland-Palatinate,"","",,,,,,,,
Q761629,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q76197,Q17519166,Member of the Hessian Parliament,"","",,,,,,,,
Q76197,Q17850767,member of the Reichstag of the Weimar Republic,German legislator between 1919 and 1933,"",,,,,,,,
Q76197,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q762542,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q76265,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,,,,
Q76265,Q27169,member of the European Parliament,person who has been elected to the European Parliament,2009,,,2013,,,,,
Q76289,Q18327335,Member of the Abgeordnetenhaus of Berlin,"","",,,,,,,,
Q76289,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q76293,Q17481175,Member of the Landtag of Baden-Württemberg,"","",,,,,,,,
Q76293,Q18627832,Member of Landtag of Prussia,"","",,,,,,,,
Q76293,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q763204,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q76342,Q1553195,party leader,leading official of a political party,2012-06-02,,,,The Left,,,,
Q76342,Q17334379,Member of the Landtag of Saxony,"","",,,,,,,,
Q76342,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q76347,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q76347,Q22704789,Ambassador of Germany to the Dominican Republic,"",1967,,,1969,,,,,
Q76347,Q28070543,Ambassador of Germany to Jordan,"",1963,,,1965,,,,,
Q76347,Q28148169,Ambassador of Germany to Guatemala,"",1969,,,1970,,,,,
Q76347,Q28150667,Ambassador of Germany to Haiti,"",1967,,Erich Adam Huesch,1969,,,,,
Q76347,Q28164666,Ambassador of Germany to Cuba,"",1959,,Paulus von Stolzmann,1962,,,,,
Q76347,Q28796117,Ambassador of Germany to Luxembourg,"",1956,,Bernd von Mumm,1959,,,,,
Q763510,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q76401,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q76401,Q27169,member of the European Parliament,person who has been elected to the European Parliament,1984,,,1992,,,,,
Q764066,Q18618563,Member of Landtag of Rhineland-Palatinate,"","",,,,,,,,
Q764066,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q764066,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q764451,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q764455,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q76525,Q1478101,European Commissioner for Enlargement and European Neighbourhood Policy,position,1999-09-13,"",Olli Rehn,2004-11-11,,,,,
Q76525,Q1780221,European Commissioner for Industry and Entrepreneurship,"",2004-11-22,Ján Figeľ,Antonio Tajani,2010-02-09,,,,,
Q76525,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q76525,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q76534,Q15303678,President by age,oldest member of the german Bundestag,"",,,,,,,,
Q76534,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
