id,position,label,description,start_date,term,end_date,election,constituency,replaces,replaced_by
Q47890722,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2014-12,"South African general election, 2014",Northern Cape,,
Q47890733,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2016-08-19,"South African general election, 2014",North West,,
Q47890739,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2014-10-01,,,,
Q47890751,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2015-05,,,,
Q47890776,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2016-12-05,,,,
Q47890786,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2015-07-16,"South African general election, 2014",Gauteng,,
Q47890797,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2015-06-05,"South African general election, 2014",Limpopo,,
Q47890812,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2015-02-28,,,,
Q47890821,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2014-05-26,,,,
Q47890848,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2015-04,,,,
Q47890857,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2015-01,,,,
Q47890869,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2017-01-30,"South African general election, 2014",North West,,
Q47890880,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2014-05-25,,,,
Q47890891,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2015-04,,,,
Q47890933,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2016-03-02,,,,
Q47890940,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2017-09-20,"South African general election, 2014",Mpumalanga,,
Q47890956,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2016-07-21,,,,
Q47890961,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2017-07-29,"South African general election, 2014",KwaZulu-Natal,,
Q47890972,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2016-06-03,"South African general election, 2014",North West,,
Q47890979,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2016-06-30,"South African general election, 2014",Free State,,
Q47890986,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2016-08-23,,,,
Q47890991,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2016-08-06,"South African general election, 2014",Eastern Cape,,
Q47890998,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2016-06-27,,,,
Q47891871,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2017-10-02,,,,
Q48078983,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2017-04-24,26th South African Parliament,,,,,
Q48079764,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2017-11-01,26th South African Parliament,,,,,
Q48079992,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2017-12-01,26th South African Parliament,,,,,
Q48080455,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2018-01-23,26th South African Parliament,,,,,
Q48081103,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2017-12-01,26th South African Parliament,,,,,
Q48081399,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2018-01-01,26th South African Parliament,,,,,
Q48086018,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2017-01-04,26th South African Parliament,,,Gauteng,,
Q48086661,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,,,,
Q48087000,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2017-11-01,26th South African Parliament,,,,,
Q4868980,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,,,,
Q4901661,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,"South African general election, 2014",KwaZulu-Natal,,
Q4956754,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2017-03-31,,,,
Q4956754,Q20981735,Minister of Energy,"",2014-05-25,,,,,Ben Martins,
Q4956754,Q6866029,"Minister of Agriculture, Forestry and Fisheries",Minister of the Cabinet of South Africa,2009-05-09,,2014-05-24,,,Lulama Xingwana,Senzeni Zokwana
Q5049285,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,,,,
Q5057098,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,"",,,,,,
Q5057098,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,"South African general election, 2014",Eastern Cape,,
Q5081288,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-30,26th South African Parliament,,,,,
Q510746,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,,,,
Q5237258,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,,,,
Q5257754,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,,,,
Q5257754,Q23307025,Shadow Minister of Women in the Presidency,South African shadow minister,2014,,,,,,
Q5279277,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2015-06-01,,,,
Q5280133,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,"",,,,,,
Q5280133,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2017-03-31,,,,
Q5331984,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,,,,
Q5340080,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,,,,
Q5388710,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,"South African general election, 2014",Western Cape,,
Q5535621,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,"South African general election, 2014",Western Cape,,
Q554131,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,"South African general election, 2014",,,
Q554131,Q2640095,Minister of Home Affairs,minister in the government of South Africa,"",,,,,,
Q554131,Q6566914,List of Chief Ministers of KwaZulu,Wikimedia list article,1976,,1994,,,"",""
Q561279,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,,,,
Q561279,Q2128581,Minister of Finance,in South Africa,2015-12-13,,,,,,
Q57282,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2014-05-21,,,,
Q57282,Q2363110,Deputy President of South Africa,Wikimedia list article,1999-06-14,,2005-06-14,,,Thabo Mbeki,Phumzile Mlambo-Ngcuka
Q57282,Q273884,President of South Africa,South Africa's head of state and head of government,2009-05-09,,2018-02-14,,,Kgalema Motlanthe,Cyril Ramaphosa
Q58160,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,,,,
Q592604,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,,,,
Q5982514,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,,,,
Q6117269,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,,,,
Q6138223,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,,,,
Q6142922,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,"South African general election, 2014",Western Cape,,
Q6216362,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,"South African general election, 2014",North West,,
Q6258967,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,"South African general election, 2014",KwaZulu-Natal,,
Q6390503,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2015-08-31,"South African general election, 2014",Gauteng,,
Q6525655,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-22,26th South African Parliament,,,,,
Q6702772,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2014-05-25,,,,
Q6738820,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2016-11-14,,,,
Q6752973,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,"South African general election, 2014",Gauteng,,
Q6761978,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,"South African general election, 2014",Western Cape,,
Q6764850,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2014-08-16,,,,
Q6787306,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,,,,
Q6795248,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2014-05-29,,,,
Q6849224,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,"South African general election, 2014",Gauteng,,
Q6885827,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,"South African general election, 2014",Gauteng,,
Q6891175,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,,,,
Q6968477,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,,,,
Q7023365,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2015-12-15,"South African general election, 2014",KwaZulu-Natal,,
Q7023365,Q2128581,Minister of Finance,in South Africa,2014-05-26,,2015-12-09,,,,
Q7048706,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,,,,
Q7061817,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2016-11-14,,,,
Q7145677,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,,,,
Q7152252,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2016-02-02,"South African general election, 2014",Gauteng,,
Q7192856,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2015-03-01,26th South African Parliament,,,,,
Q730472,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,,,,
Q7417329,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,"South African general election, 2014",KwaZulu-Natal,,
Q7447062,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,"",,,,,,
Q7447062,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,"South African general election, 2014",Gauteng,,
Q7461662,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,"South African general election, 2014",Western Cape,,
Q7615479,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,,,,
Q7635249,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2015-08-26,,,,
Q7648369,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,,,,
Q7708835,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,,,,
Q770995,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2017-12-01,,,,
Q7781196,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,,,,
Q7786663,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,,,,
Q8015883,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,,,,
Q8022831,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,2017-06-12,"South African general election, 2014",Western Cape,,
Q804894,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,,,,
Q804894,Q2363110,Deputy President of South Africa,Wikimedia list article,"",,,,,,
Q804894,Q30277603,Member of the Pan-African Parliament,"","",,,,,,
Q8066134,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,,,,
Q982259,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,,,,
Q983163,Q16744266,member of the National Assembly of South Africa,member of the National Assembly of South Africa,2014-05-21,26th South African Parliament,,,,,
